"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.22,0.26,0.29,0.32,0.35,0.33,0.34,0.41,0.46,0.51,0.55,0.55,0.52,0.52,0.51,0.48,0.5,0.51,0.42
"2",0.82,0.86,0.9,0.94,0.98,0.97,0.89,0.76,0.59,0.49,0.33,0.25,0.23,0.2,0.19,0.2,0.16,0.14,0.44
"3",0.77,0.75,0.77,0.79,0.73,0.69,0.62,0.58,0.52,0.49,0.47,0.52,0.57,0.65,0.66,0.72,0.77,0.89,0.77
"4",0.45,0.5,0.6,0.7,0.79,0.82,0.88,0.85,0.83,0.75,0.71,0.65,0.59,0.55,0.5,0.44,0.42,0.33,0.75
"5",0.87,0.83,0.77,0.71,0.63,0.52,0.43,0.36,0.33,0.28,0.24,0.24,0.22,0.24,0.27,0.28,0.32,0.35,0.39
"6",0.41,0.41,0.39,0.36,0.3,0.28,0.26,0.2,0.17,0.16,0.2,0.24,0.26,0.31,0.33,0.41,0.53,0.6,0.27
"7",0.67,0.61,0.52,0.48,0.43,0.35,0.27,0.22,0.18,0.16,0.12,0.12,0.1,0.1,0.11,0.12,0.1,0.13,0.19
"8",0.07,0.07,0.05,0.06,0.09,0.11,0.13,0.18,0.2,0.18,0.15,0.1,0.03,0.01,0,0,0,0,0.04
"9",0.32,0.38,0.37,0.37,0.36,0.34,0.35,0.33,0.32,0.31,0.3,0.33,0.31,0.28,0.32,0.35,0.38,0.43,0.34
"10",0.07,0.07,0.06,0.04,0.04,0.04,0.06,0.08,0.13,0.18,0.28,0.36,0.54,0.69,0.79,0.86,0.89,0.95,0.16
"11",0.24,0.22,0.2,0.17,0.15,0.15,0.2,0.23,0.29,0.37,0.43,0.48,0.55,0.64,0.65,0.75,0.75,0.78,0.36
"12",0.05,0.06,0.06,0.06,0.09,0.11,0.13,0.16,0.17,0.17,0.18,0.21,0.21,0.18,0.14,0.14,0.14,0.14,0.07
"13",0.13,0.1,0.1,0.1,0.1,0.12,0.11,0.15,0.16,0.2,0.23,0.27,0.29,0.35,0.37,0.42,0.44,0.48,0.13
"14",0.43,0.43,0.42,0.45,0.44,0.41,0.43,0.38,0.39,0.41,0.43,0.46,0.5,0.56,0.68,0.75,0.77,0.8,0.49
"15",0.64,0.55,0.43,0.32,0.29,0.22,0.21,0.16,0.2,0.2,0.22,0.27,0.32,0.38,0.5,0.56,0.61,0.65,0.32
"16",0.58,0.56,0.51,0.5,0.47,0.45,0.39,0.32,0.23,0.2,0.16,0.15,0.16,0.16,0.17,0.17,0.22,0.24,0.21
"17",0.25,0.3,0.33,0.39,0.52,0.68,0.84,0.92,0.98,0.99,0.96,0.86,0.83,0.74,0.67,0.63,0.59,0.55,0.78
"18",0.13,0.11,0.08,0.06,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01
"19",0.13,0.08,0.07,0.05,0.06,0.04,0.03,0.03,0.04,0.04,0.06,0.07,0.15,0.18,0.26,0.3,0.39,0.47,0.06
"20",0.18,0.14,0.09,0.07,0.06,0.04,0.05,0.07,0.09,0.16,0.2,0.27,0.31,0.39,0.48,0.54,0.59,0.62,0.15
"21",0,0,0,0,0.01,0.04,0.07,0.07,0.1,0.14,0.19,0.22,0.21,0.25,0.31,0.31,0.35,0.39,0.06
"22",0.92,0.9,0.89,0.88,0.82,0.72,0.62,0.57,0.52,0.51,0.44,0.42,0.42,0.43,0.47,0.51,0.55,0.62,0.63
"23",0.68,0.63,0.57,0.5,0.4,0.3,0.23,0.18,0.18,0.17,0.12,0.13,0.15,0.2,0.22,0.25,0.31,0.36,0.25
"24",0.81,0.8,0.83,0.84,0.81,0.82,0.76,0.7,0.65,0.62,0.57,0.55,0.54,0.53,0.48,0.45,0.39,0.35,0.75
"25",0.87,0.78,0.7,0.63,0.55,0.48,0.4,0.32,0.23,0.19,0.16,0.12,0.12,0.14,0.15,0.17,0.19,0.22,0.3
"26",0.72,0.71,0.74,0.75,0.81,0.87,0.94,0.95,0.95,0.89,0.77,0.63,0.53,0.43,0.36,0.34,0.35,0.34,0.77
"27",0.71,0.69,0.66,0.6,0.56,0.51,0.49,0.48,0.58,0.65,0.72,0.75,0.79,0.81,0.79,0.75,0.69,0.62,0.76
"28",0.74,0.8,0.81,0.89,0.93,0.97,0.99,0.99,0.96,0.93,0.86,0.83,0.85,0.83,0.84,0.83,0.84,0.87,0.95
"29",0.57,0.58,0.52,0.53,0.53,0.57,0.56,0.59,0.6,0.64,0.68,0.71,0.74,0.74,0.75,0.71,0.71,0.7,0.77
"30",0.4,0.33,0.31,0.21,0.2,0.19,0.14,0.12,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.11,0.14,0.15,0.1
"31",0.92,0.91,0.89,0.88,0.82,0.79,0.67,0.6,0.55,0.54,0.54,0.54,0.56,0.62,0.66,0.7,0.77,0.85,0.79
"32",0.81,0.87,0.9,0.94,0.97,0.99,1,1,0.94,0.87,0.8,0.7,0.64,0.6,0.52,0.5,0.52,0.52,0.83
"33",0.2,0.22,0.28,0.29,0.31,0.28,0.25,0.23,0.2,0.15,0.12,0.08,0.05,0.05,0.05,0.07,0.09,0.09,0.09
"34",0.87,0.85,0.84,0.81,0.75,0.67,0.52,0.44,0.32,0.24,0.18,0.14,0.13,0.11,0.08,0.08,0.08,0.07,0.25
"35",0.3,0.29,0.25,0.18,0.14,0.08,0.05,0.04,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.04,0.04,0.05,0.02
"36",0.05,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.05,0.08,0.09,0.01
"37",0.99,0.98,0.95,0.93,0.84,0.68,0.53,0.36,0.26,0.22,0.14,0.11,0.1,0.1,0.1,0.1,0.08,0.08,0.21
"38",0.76,0.76,0.77,0.74,0.75,0.76,0.77,0.76,0.77,0.77,0.76,0.73,0.71,0.68,0.7,0.71,0.73,0.71,0.86
"39",0.22,0.18,0.16,0.14,0.12,0.12,0.13,0.18,0.24,0.28,0.5,0.62,0.72,0.79,0.85,0.78,0.73,0.67,0.28
"40",0.45,0.44,0.38,0.34,0.28,0.21,0.15,0.07,0.06,0.05,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.03,0.04
"41",0.45,0.42,0.37,0.34,0.33,0.32,0.32,0.33,0.34,0.45,0.49,0.54,0.6,0.68,0.72,0.82,0.86,0.87,0.51
