"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.95,0.93,0.9,0.82,0.73,0.62,0.5,0.38,0.26,0.21,0.16,0.14,0.11,0.1,0.1,0.1,0.11,0.13,0.24
"2",0.28,0.29,0.29,0.28,0.26,0.25,0.23,0.21,0.17,0.16,0.17,0.2,0.19,0.18,0.2,0.18,0.19,0.18,0.14
"3",0.1,0.07,0.06,0.06,0.07,0.08,0.09,0.12,0.16,0.25,0.38,0.48,0.61,0.78,0.85,0.93,0.95,0.94,0.22
"4",0.35,0.33,0.37,0.37,0.39,0.37,0.37,0.36,0.37,0.37,0.38,0.38,0.39,0.4,0.44,0.46,0.46,0.5,0.41
"5",0.33,0.33,0.35,0.38,0.42,0.48,0.58,0.7,0.77,0.82,0.83,0.83,0.84,0.77,0.75,0.73,0.7,0.66,0.76
"6",0.55,0.56,0.53,0.53,0.52,0.55,0.58,0.59,0.59,0.61,0.65,0.66,0.64,0.65,0.65,0.68,0.69,0.71,0.69
"7",0.45,0.44,0.4,0.34,0.31,0.28,0.22,0.18,0.19,0.16,0.14,0.15,0.17,0.15,0.17,0.18,0.2,0.19,0.19
"8",0.46,0.38,0.33,0.24,0.13,0.04,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0
"9",0.64,0.55,0.47,0.42,0.38,0.35,0.35,0.39,0.46,0.51,0.61,0.75,0.8,0.79,0.76,0.77,0.73,0.74,0.64
"10",0.59,0.56,0.47,0.39,0.29,0.24,0.17,0.14,0.15,0.14,0.15,0.16,0.19,0.21,0.31,0.36,0.44,0.53,0.22
"11",0.7,0.57,0.48,0.4,0.32,0.27,0.25,0.2,0.18,0.16,0.13,0.11,0.15,0.16,0.22,0.25,0.24,0.29,0.16
"12",0.39,0.31,0.28,0.18,0.14,0.1,0.1,0.1,0.07,0.06,0.07,0.06,0.08,0.06,0.08,0.09,0.09,0.09,0.06
"13",0.51,0.52,0.52,0.53,0.5,0.45,0.38,0.32,0.27,0.18,0.09,0.06,0.06,0.05,0.06,0.07,0.1,0.14,0.19
"14",0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.24,0.27,0.32,0.39,0.45,0.55,0.61,0.65,0.73,0.76,0.83,0.33
"15",0.44,0.47,0.5,0.56,0.68,0.73,0.81,0.93,0.98,1,0.97,0.93,0.89,0.82,0.81,0.8,0.77,0.77,0.91
"16",0.6,0.59,0.64,0.66,0.65,0.65,0.65,0.65,0.6,0.56,0.48,0.44,0.4,0.37,0.35,0.35,0.34,0.33,0.56
"17",0.47,0.39,0.34,0.3,0.27,0.24,0.19,0.19,0.21,0.22,0.23,0.34,0.43,0.45,0.46,0.48,0.5,0.45,0.25
"18",0.63,0.71,0.72,0.71,0.72,0.74,0.71,0.6,0.44,0.36,0.27,0.23,0.17,0.14,0.08,0.06,0.06,0.06,0.29
"19",0.04,0.07,0.08,0.1,0.12,0.15,0.15,0.14,0.15,0.16,0.19,0.18,0.21,0.23,0.24,0.29,0.32,0.33,0.14
"20",0.42,0.55,0.72,0.87,0.97,0.94,0.8,0.64,0.46,0.37,0.23,0.16,0.16,0.18,0.21,0.24,0.3,0.36,0.5
"21",0.18,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0.05,0.08,0.1,0
"22",0.89,0.93,0.92,0.93,0.92,0.93,0.93,0.9,0.9,0.89,0.86,0.89,0.86,0.84,0.85,0.84,0.84,0.86,0.98
