"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",0.98,0.98,0.93,0.88,0.8,0.7,0.56,0.42,0.28,0.23,0.17,0.13,0.13,0.13,0.13,0.14,0.15,0.18,0.27
"2",0.18,0.15,0.13,0.11,0.11,0.11,0.1,0.08,0.08,0.08,0.08,0.08,0.09,0.11,0.13,0.15,0.22,0.24,0.1
"3",0.2,0.24,0.28,0.35,0.4,0.52,0.66,0.77,0.85,0.85,0.83,0.77,0.68,0.6,0.58,0.53,0.51,0.49,0.61
"4",0.36,0.36,0.4,0.39,0.42,0.46,0.46,0.46,0.48,0.5,0.54,0.54,0.51,0.47,0.45,0.43,0.42,0.38,0.47
"5",0.34,0.31,0.28,0.26,0.24,0.23,0.24,0.28,0.27,0.38,0.43,0.49,0.59,0.64,0.73,0.84,0.9,0.95,0.42
"6",0.25,0.21,0.19,0.17,0.18,0.19,0.21,0.22,0.26,0.29,0.3,0.34,0.37,0.41,0.48,0.54,0.59,0.64,0.26
"7",0.46,0.4,0.32,0.3,0.28,0.25,0.22,0.23,0.23,0.24,0.25,0.26,0.33,0.34,0.38,0.37,0.42,0.42,0.27
"8",0.35,0.31,0.24,0.18,0.11,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.46,0.41,0.37,0.28,0.25,0.23,0.2,0.17,0.16,0.15,0.13,0.16,0.16,0.16,0.18,0.21,0.24,0.26,0.19
"10",0.68,0.7,0.72,0.79,0.81,0.86,0.91,0.94,0.86,0.73,0.61,0.44,0.31,0.25,0.18,0.15,0.11,0.11,0.52
"11",0.75,0.78,0.8,0.83,0.83,0.85,0.92,0.96,1,1,0.97,0.89,0.85,0.78,0.75,0.71,0.7,0.7,0.97
"12",0.47,0.42,0.37,0.29,0.21,0.16,0.12,0.06,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0,0,0,0.02
"13",0.48,0.48,0.55,0.63,0.67,0.71,0.71,0.77,0.78,0.82,0.77,0.68,0.63,0.55,0.41,0.37,0.33,0.32,0.71
"14",0.21,0.2,0.21,0.25,0.27,0.34,0.38,0.43,0.5,0.53,0.52,0.5,0.5,0.53,0.55,0.55,0.57,0.58,0.44
