"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"
"1"	"GO:0055114"	6.17491521172004e-08	1.70619226308614	91.7983625285605	142	1425	"oxidation-reduction process"
"2"	"GO:0009056"	4.06549888910215e-05	1.49529498991277	96.3077557755776	134	1495	"catabolic process"
"3"	"GO:0008219"	5.52819941587423e-05	1.76205941350654	39.6826605737497	65	616	"cell death"
"4"	"GO:0055085"	7.67356252373355e-05	1.66590731549872	48.8947067783701	76	759	"transmembrane transport"
"5"	"GO:0022900"	0.000110318156914054	3.97141134397871	3.92961411525768	13	61	"electron transport chain"
"6"	"GO:0006915"	0.000114603647978164	1.89636576985268	26.734259964458	47	415	"apoptotic process"
"7"	"GO:0012501"	0.000136033175440352	1.88063865808291	26.9275196750444	47	418	"programmed cell death"
"8"	"GO:0019748"	0.0001458895575053	1.86084387935015	27.764978420919	48	431	"secondary metabolic process"
"9"	"GO:0050896"	0.000265704332948295	1.27277917332724	304.963823305407	355	4734	"response to stimulus"
"10"	"GO:0009117"	0.000322458961063326	2.16027926322044	14.6233181010409	29	227	"nucleotide metabolic process"
"11"	"GO:0006091"	0.000378067667727635	1.88495835374816	22.8046458492003	40	354	"generation of precursor metabolites and energy"
"12"	"GO:0006753"	0.000464491877124769	2.10634598667053	14.9454176186849	29	232	"nucleoside phosphate metabolic process"
"13"	"GO:0009150"	0.000489513622952859	2.33389877641824	10.8225437928408	23	168	"purine ribonucleotide metabolic process"
"14"	"GO:0006694"	0.000499119356770198	2.86315583876559	6.31315054582381	16	98	"steroid biosynthetic process"
"15"	"GO:0008202"	0.000560459282329707	2.82846702123811	6.37757044935263	16	99	"steroid metabolic process"
"16"	"GO:0009259"	0.000579672814630012	2.30182960280887	10.9513835998985	23	170	"ribonucleotide metabolic process"
"17"	"GO:0009767"	0.000667488706482854	7.298810703667	1.15955826351866	6	18	"photosynthetic electron transport chain"
"18"	"GO:0009199"	0.000707146490402436	2.42867228705511	9.08320639756283	20	141	"ribonucleoside triphosphate metabolic process"
"19"	"GO:0009144"	0.000707146490402436	2.42867228705511	9.08320639756283	20	141	"purine nucleoside triphosphate metabolic process"
"20"	"GO:0009205"	0.000707146490402436	2.42867228705511	9.08320639756283	20	141	"purine ribonucleoside triphosphate metabolic process"
"21"	"GO:0019693"	0.000768200128594374	2.1644385026738	12.5618811881188	25	195	"ribose phosphate metabolic process"
"22"	"GO:0009141"	0.000774423624172818	2.4086003789439	9.14762630109165	20	142	"nucleoside triphosphate metabolic process"
"23"	"GO:0006163"	0.000804188101551274	2.24023979918821	11.2090632140137	23	174	"purine nucleotide metabolic process"
"24"	"GO:0009064"	0.000941931332962038	4.67638530287984	2.12585681645088	8	33	"glutamine family amino acid metabolic process"
"25"	"GO:0046034"	0.000955058269949229	2.42617426226646	8.63226707286113	19	134	"ATP metabolic process"
