"GOBPID"	"Pvalue"	"OddsRatio"	"ExpCount"	"Count"	"Size"	"Term"
"1"	"GO:0055114"	2.65234855491868e-08	1.65975704593602	111.785986290937	168	1425	"oxidation-reduction process"
"2"	"GO:0009767"	2.77297786874963e-06	11.8264058679707	1.41203351104341	9	18	"photosynthetic electron transport chain"
"3"	"GO:0019748"	9.14187373624881e-06	1.94578909731008	33.8103579588728	60	431	"secondary metabolic process"
"4"	"GO:0050896"	1.23137004490024e-05	1.30625446297308	371.364813404417	438	4734	"response to stimulus"
"5"	"GO:0009628"	1.27134925350932e-05	1.41612952213823	161.913175932978	212	2064	"response to abiotic stimulus"
"6"	"GO:0044281"	2.93607614111516e-05	1.62669659979645	62.9139375476009	95	802	"small molecule metabolic process"
"7"	"GO:0022900"	5.43033664418553e-05	3.86550582202756	4.78522467631378	15	61	"electron transport chain"
"8"	"GO:0009719"	0.000194128501565228	1.41882893019217	106.608530083778	142	1359	"response to endogenous stimulus"
"9"	"GO:1901605"	0.000250692646387852	2.78301226452418	7.84463061690784	19	100	"alpha-amino acid metabolic process"
"10"	"GO:0008219"	0.00039886672852795	1.58914493632505	48.3229246001523	72	616	"cell death"
"11"	"GO:0009117"	0.000416038180002826	2.0256832146438	17.8073115003808	33	227	"nucleotide metabolic process"
"12"	"GO:0009772"	0.000481665307928079	Inf	0.235338918507235	3	3	"photosynthetic electron transport in photosystem II"
"13"	"GO:0009056"	0.000568791133139309	1.36436800526662	117.277227722772	151	1495	"catabolic process"
"14"	"GO:0009199"	0.000607002475937495	2.31423700867718	11.0609291698401	23	141	"ribonucleoside triphosphate metabolic process"
"15"	"GO:0009144"	0.000607002475937495	2.31423700867718	11.0609291698401	23	141	"purine nucleoside triphosphate metabolic process"
"16"	"GO:0009205"	0.000607002475937495	2.31423700867718	11.0609291698401	23	141	"purine ribonucleoside triphosphate metabolic process"
"17"	"GO:0006753"	0.000616467956295765	1.97409741976717	18.1995430312262	33	232	"nucleoside phosphate metabolic process"
"18"	"GO:0006520"	0.000665491087909297	1.9640897755611	18.2779893373953	33	233	"cellular amino acid metabolic process"
"19"	"GO:0009141"	0.00067175116179701	2.29463030059509	11.1393754760091	23	142	"nucleoside triphosphate metabolic process"
"20"	"GO:0017144"	0.00071791486095173	1.95418170990434	18.3564356435644	33	234	"drug metabolic process"
"21"	"GO:0046034"	0.000722097945370907	2.33125441280301	10.5118050266565	22	134	"ATP metabolic process"
"22"	"GO:0006915"	0.000901849514807924	1.67375156489081	32.5552170601676	51	415	"apoptotic process"
"23"	"GO:0009167"	0.000903298430864175	2.23773870501264	11.3747143945164	23	145	"purine ribonucleoside monophosphate metabolic process"
"24"	"GO:0009126"	0.000903298430864175	2.23773870501264	11.3747143945164	23	145	"purine nucleoside monophosphate metabolic process"
